path,energi0,homogenitas0,entropy0,contras0,dissimilarity0,ASM0,correlation0,energi45,homogenitas45,entropy45,contras45,dissimilarity45,ASM45,correlation45,energi90,homogenitas90,entropy90,contras90,dissimilarity90,ASM90,correlation90,energi135,homogenitas135,entropy135,contras135,dissimilarity135,ASM135,correlation135,labels
Ayrshirecattle0,0.00023593280360961893,0.15046670125461806,13.436932773341452,715816960.9998629,5592320.9999978,0.00023593280360961893,0.9251357526372659,0.00018119086155477212,0.11077153522759586,13.696106770031346,715816960.9998889,5592321.000000504,0.00018119086155477212,0.8917746943456345,0.00021863134851228715,0.13364708580500742,13.440962050921279,715816961.0001376,5592320.999999468,0.00021863134851228715,0.9337256886286118,0.00018114172867394473,0.11093053193190117,13.695824303900007,715816960.9998798,5592320.999999439,0.00018114172867394473,0.8936543116504131,data/Ayrshire_cattle
Ayrshirecattle0_c,0.0002339197940218934,0.1485245123497078,13.43462806287455,715816961.0001785,5592320.999999517,0.0002339197940218934,0.9251785375985132,0.0001817513150410764,0.11052321051291564,13.692695435739815,715816961.0001717,5592321.0000003595,0.0001817513150410764,0.8937307325134078,0.0002196704352749738,0.13367561375907228,13.436485567896389,715816961.0001773,5592320.999997802,0.0002196704352749738,0.9339295202191351,0.00018063922509717074,0.11098030103504279,13.693694301027772,715816961.0001694,5592320.999999772,0.00018063922509717074,0.891625444784816,data/Ayrshire_cattle
Ayrshirecattle1,0.00015876653696387413,0.15385103707981967,13.452590452229135,715816960.9999092,5592320.999998577,0.00015876653696387413,0.9412857333416282,0.00012783189678185983,0.12223991631399847,13.717161013779709,715816960.9999152,5592321.00000197,0.00012783189678185983,0.9100133327210524,0.00017565126660709543,0.1634527820529321,13.259573656616336,715816960.9999156,5592320.999999169,0.00017565126660709543,0.9516765733151479,0.00011892566916005326,0.11649755853197727,13.791066917306031,715816960.9999028,5592320.999997922,0.00011892566916005326,0.910138661278125,data/Ayrshire_cattle
Ayrshirecattle10,0.0001493875401128856,0.1337093973575191,13.267300097236317,715816960.999908,5592321.000000477,0.0001493875401128856,0.9539648163246168,0.00012693396848652012,0.10914283054686652,13.464142165294112,715816960.9998274,5592321.00000071,0.00012693396848652012,0.9396141673255016,0.00018795636878603448,0.15643319911391548,12.89885941400389,715816960.9999212,5592321.000000622,0.00018795636878603448,0.9744514637605358,0.00012151161291410044,0.10443498259854506,13.51476286856615,715816960.9998504,5592321.0000008065,0.00012151161291410044,0.938087892979312,data/Ayrshire_cattle
Ayrshirecattle102,0.006239547308763202,0.45214723810926905,11.179465186098687,715816960.9998951,5592320.9999994,0.006239547308763202,0.9867815755917531,0.0048333327818913694,0.37671856565026274,11.65100697919431,715816960.99989,5592321.0000017835,0.0048333327818913694,0.9779685284245897,0.00558292630476263,0.4453339168110479,11.138894457274452,715816960.9999186,5592320.99999956,0.00558292630476263,0.9895148287486566,0.004829960421173693,0.37847393678170316,11.627830323704586,715816960.9999341,5592320.999999518,0.004829960421173693,0.9793344711830457,data/Ayrshire_cattle
Ayrshirecattle105,0.00015913601624691388,0.12729178493153556,13.407662107674787,715816961.0000515,5592320.9999997225,0.00015913601624691388,0.9487969707209608,0.00011991223257409257,0.0930759405064797,13.768557742521669,715816960.9999614,5592320.999999498,0.00011991223257409257,0.9091125953234758,0.00014753851552466818,0.11339739481559587,13.522672990340087,715816961.0001378,5592320.999998288,0.00014753851552466818,0.9344576173390775,0.00011614762568909274,0.08849863902370765,13.816369395230602,715816960.9999905,5592321.000000607,0.00011614762568909274,0.9045323623762785,data/Ayrshire_cattle
Ayrshirecattle109,0.010061414769916906,0.3253651268652745,11.740794039586357,715816961.0000225,5592320.999999069,0.010061414769916906,0.9738027017532235,0.008687641972058102,0.27046548526095837,12.038999070427865,715816960.9998974,5592321.000001185,0.008687641972058102,0.9656205451675163,0.011920767213524067,0.4127227086822413,11.257232698352903,715816961.0000323,5592321.000000148,0.011920767213524067,0.988512327255285,0.00871687636833119,0.2674804938828946,12.071078801511003,715816960.9998894,5592320.999998931,0.00871687636833119,0.9645678201425298,data/Ayrshire_cattle
Ayrshirecattle10_c,0.0001499071225616785,0.13365660068653418,13.264896438925945,715816960.9999261,5592321.000000288,0.0001499071225616785,0.9543436511143876,0.00012245700437926472,0.1055511764219627,13.510006219640166,715816960.9998947,5592321.000000152,0.00012245700437926472,0.9384432152364772,0.00018714382653306993,0.15403309961545586,12.902944337367707,715816960.9999354,5592320.999999339,0.00018714382653306993,0.9744300172530032,0.00012682691640745252,0.10952336390533551,13.464351478070261,715816960.9998773,5592321.000000601,0.00012682691640745252,0.940075494698706,data/Ayrshire_cattle
Ayrshirecattle11,0.00015066617081831008,0.132132611543796,13.433080337894104,715816960.9999293,5592320.999997667,0.00015066617081831008,0.9577808991836861,0.00012116707064760909,0.10482144640596266,13.743158113137063,715816960.9999158,5592321.00000194,0.00012116707064760909,0.9334867025006744,0.0001867217166480743,0.15580966796517612,13.141212855579411,715816960.9999229,5592321.000000446,0.0001867217166480743,0.9679004260296478,0.00012151524839490266,0.10602552423923028,13.731720000561667,715816960.9999412,5592320.999999606,0.00012151524839490266,0.9320869079605049,data/Ayrshire_cattle
Ayrshirecattle111,0.00020809242036487152,0.13680302541092884,13.38747401113433,715816961.0001912,5592321.000000285,0.00020809242036487152,0.914676909604994,0.0001788705009919904,0.11743268454022278,13.532456846068412,715816961.000189,5592321.000000829,0.0001788705009919904,0.8982895152220133,0.0002566318157719589,0.16385096101005622,13.089024080212731,715816961.0001388,5592320.99999902,0.0002566318157719589,0.9433265638033363,0.00016822111898162203,0.11287911653287988,13.610706174936254,715816961.0002193,5592320.999998058,0.00016822111898162203,0.8834593440040275,data/Ayrshire_cattle
Ayrshirecattle113,0.0002696945287687819,0.13694439932710828,13.33076660288454,715816961.0002171,5592321.000001152,0.0002696945287687819,0.9391246128874925,0.0002225773116755724,0.11543838071959246,13.53802340435254,715816960.9999807,5592320.999998223,0.0002225773116755724,0.9195255444277378,0.0003212815332093514,0.1693424891836581,13.0076491276367,715816961.0000932,5592320.999998659,0.0003212815332093514,0.9653134030307785,0.00023022680897866874,0.1176931787779218,13.505974914442398,715816961.0003037,5592321.000001247,0.00023022680897866874,0.919731295491472,data/Ayrshire_cattle
Ayrshirecattle116,0.00019597602491221776,0.13498660377477537,13.477776962576419,715816960.9999088,5592321.000001544,0.00019597602491221776,0.8655525896657579,0.0001697780693055907,0.11806977831871969,13.669633819228663,715816960.9997882,5592321.000000059,0.0001697780693055907,0.8136925577576989,0.000279861750895207,0.17305164875716858,13.177000146727327,715816960.9997925,5592321.000002839,0.000279861750895207,0.8912601028610211,0.00017211360580761623,0.11896665629856008,13.669678929460458,715816960.9997287,5592320.999999335,0.00017211360580761623,0.8040075848637717,data/Ayrshire_cattle
Ayrshirecattle117,0.0008439451024870729,0.3098210666294302,11.268960740381743,715816960.9999543,5592320.9999992745,0.0008439451024870729,0.9811870817888962,0.0006830485915311135,0.257743329942043,11.545423057169058,715816961.000018,5592320.999998909,0.0006830485915311135,0.9720622400447031,0.0010728588198986163,0.3675472800076226,10.862432395075736,715816960.9999635,5592320.999999919,0.0010728588198986163,0.9896314745927864,0.0006883236249556661,0.2610809630901163,11.517689533237084,715816961.0000135,5592320.999998425,0.0006883236249556661,0.9743211271440672,data/Ayrshire_cattle
Ayrshirecattle118,0.0048151291298363505,0.26006360136158735,12.159339260828997,715816960.999935,5592321.000000618,0.0048151291298363505,0.9719858967339293,0.004162447202392204,0.229408966002435,12.449254034741324,715816960.9999682,5592321.000000023,0.004162447202392204,0.9616538308240814,0.0044766093795707874,0.2705834037236631,12.077525390999417,715816960.9999951,5592320.999999887,0.0044766093795707874,0.9810259768041495,0.004116817220704843,0.22418380941734112,12.509156783690983,715816960.9999926,5592320.9999977155,0.004116817220704843,0.9573446115161945,data/Ayrshire_cattle
Ayrshirecattle119,0.0758675623384255,0.48193304312149526,9.64136341878039,715816961.0001439,5592321.000001252,0.0758675623384255,0.9730390163234299,0.07315327414849418,0.44605697433027625,9.816415951692072,715816961.0002087,5592320.99999895,0.07315327414849418,0.9556780296531804,0.07668902821749068,0.5452074086104929,9.316568547341934,715816960.9999677,5592321.000001016,0.07668902821749068,0.97421653713469,0.0731187133968137,0.44819690030591663,9.842319715147891,715816961.0002079,5592321.000001632,0.0731187133968137,0.9521123747860931,data/Ayrshire_cattle
Ayrshirecattle11_c,0.00015263035846801542,0.13357677756227015,13.416244962195467,715816961.000012,5592320.999998949,0.00015263035846801542,0.958108191891384,0.00012323776847504976,0.10866714917964636,13.718672424835534,715816960.9999602,5592320.999996998,0.00012323776847504976,0.932211916750753,0.00018951688780042034,0.1593017737534025,13.129341152284706,715816960.9999259,5592321.000001058,0.00018951688780042034,0.9679085412446108,0.00012197309412108023,0.10480957328527685,13.735031190448364,715816960.9999468,5592321.0000000475,0.00012197309412108023,0.9337252896212247,data/Ayrshire_cattle
Ayrshirecattle12,0.08754306142196919,0.4435255880478338,9.737335759486514,715816961.0001884,5592320.99999924,0.08754306142196919,0.9656368500892821,0.0841455346645502,0.4126983232718118,9.912486799479336,715816960.999723,5592321.000002094,0.0841455346645502,0.9568594229316874,0.09055231438422046,0.48916356683331474,9.386241988027761,715816961.000172,5592321.000001777,0.09055231438422046,0.9847027695608462,0.0837926834255258,0.4149936969565412,9.92668838812848,715816960.9997633,5592320.999999698,0.0837926834255258,0.9528375366068227,data/Ayrshire_cattle
Ayrshirecattle122,0.03215062273100801,0.4440995388878914,10.406817210155998,715816961.0002352,5592321.00000049,0.03215062273100801,0.9610758667079711,0.030218936072529234,0.38765107859994796,10.719512214107922,715816960.9998149,5592321.000001257,0.030218936072529234,0.9424932403077544,0.033986510910296544,0.48275516464587864,10.175915048005699,715816961.0002155,5592321.000000408,0.033986510910296544,0.9772955190457957,0.03018603119322666,0.3982856442006583,10.660001697876623,715816960.9998052,5592320.999998832,0.03018603119322666,0.94342413376774,data/Ayrshire_cattle
Ayrshirecattle124,0.0020773395976920947,0.31145635486060635,12.46591818171214,715816961.0001599,5592320.999998848,0.0020773395976920947,0.9724667459929901,0.0016993247411907061,0.24451732140981883,12.81282978337535,715816961.0002139,5592321.000000559,0.0016993247411907061,0.9644601021103814,0.0018582008506021663,0.3143412356159869,12.174111047025624,715816961.0000664,5592321.000001494,0.0018582008506021663,0.987916510904548,0.0016880158584260177,0.24041297729137634,12.858383874187044,715816961.0002283,5592321.0000002375,0.0016880158584260177,0.9622666321811819,data/Ayrshire_cattle
Ayrshirecattle125,0.16838398934825993,0.6756908278280502,6.945189493603664,715816961.0001135,5592321.000001009,0.16838398934825993,0.9700123292210987,0.16126900373579647,0.6279194139074508,7.17566833708246,715816961.0002966,5592320.999999171,0.16126900373579647,0.9541857635909504,0.1725398016340476,0.6933441299598515,6.789238215781881,715816961.0000873,5592321.000001649,0.1725398016340476,0.9767419995761367,0.16103090416518012,0.6221065236553949,7.201651996008625,715816960.9998356,5592321.000000154,0.16103090416518012,0.953388373579062,data/Ayrshire_cattle
Ayrshirecattle12_c,0.08368776317550727,0.43786363800449074,9.783946114067867,715816961.0002345,5592320.999998483,0.08368776317550727,0.965857905542805,0.08000642417294769,0.4102077487981104,9.973824149243802,715816960.9997964,5592320.999998469,0.08000642417294769,0.9530486926867374,0.08652849088659109,0.48529312948485404,9.428508412314368,715816960.9999754,5592321.0000015395,0.08652849088659109,0.9847590805816113,0.08029732787099063,0.4103557619762972,9.958289934907544,715816960.9998039,5592320.999998666,0.08029732787099063,0.9570904842376943,data/Ayrshire_cattle
Ayrshirecattle130,0.005420519553999325,0.3384238543690666,10.916605116719602,715816960.9998803,5592321.000003485,0.005420519553999325,0.9531453217863376,0.004358570423930075,0.28592685508893234,11.085370183542954,715816960.9998864,5592320.999997295,0.004358570423930075,0.9411975783464825,0.006718956073145827,0.43375506844616407,10.492923574718658,715816961.0001438,5592320.999999841,0.006718956073145827,0.9783506562736439,0.004317525349515303,0.2852522863348335,11.094267399580195,715816960.9998525,5592320.999999465,0.004317525349515303,0.9432158192146668,data/Ayrshire_cattle
Ayrshirecattle133,0.0012005742540787032,0.3316529583523058,12.064142206710061,715816961.0002502,5592320.99999894,0.0012005742540787032,0.9609481876731412,0.0007610422234344625,0.24436501109781095,12.495377593450185,715816961.0001047,5592320.999998795,0.0007610422234344625,0.9484020724790276,0.0010677138212473473,0.32375003764113663,11.961565863640265,715816961.0002077,5592320.999999108,0.0010677138212473473,0.9777968022017398,0.0007626479084764122,0.24445412609730188,12.519142856987395,715816961.0001048,5592320.999998799,0.0007626479084764122,0.9434697419193947,data/Ayrshire_cattle
